,year,tournament country,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament.1,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total,RF_win
581,2006,United States of America,"US Open, NY, U.S.A.",28.08.2006,GS,Hard,Draw: 128,"1,000",1.0,"$1,200,000",W,Andy Roddick (USA),10,"W 6-2, 4-6, 7-5, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2006&r=7&p=F324,US Open,F,145,Roger Federer,Roger Federer,Switzerland,17.0,0.0,63.0,103.0,53.0,63.0,20.0,40.0,6.0,8.0,19.0,27.0,80.0,26.0,42.0,6.0,16.0,18.0,73.0,103.0,53.0,122.0,126.0,225.0,Andy Roddick,United States,7.0,1.0,80.0,122.0,53.0,80.0,16.0,42.0,10.0,16.0,18.0,10.0,63.0,20.0,40.0,2.0,8.0,19.0,69.0,122.0,30.0,103.0,99.0,225.0,1
582,2006,United States of America,"ATP Masters Series Cincinnati, OH, U.S.A.",14.08.2006,SU,Hard,Draw: 64,35,1.0,"$15,000",R64,Paradorn Srichaphan (THA),45,"W 7-5, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2006&r=2&p=F324,ATP Masters Series Cincinnati,R64,84,Roger Federer,Roger Federer,Switzerland,10.0,3.0,46.0,73.0,35.0,46.0,10.0,27.0,2.0,4.0,11.0,10.0,36.0,22.0,34.0,4.0,5.0,11.0,45.0,73.0,32.0,70.0,77.0,143.0,Paradorn Srichaphan,Thailand,5.0,4.0,36.0,70.0,26.0,36.0,12.0,34.0,1.0,5.0,11.0,11.0,46.0,17.0,27.0,2.0,4.0,11.0,38.0,70.0,28.0,73.0,66.0,143.0,1
583,2006,United States of America,"ATP Masters Series Cincinnati, OH, U.S.A.",14.08.2006,SU,Hard,Draw: 64,35,1.0,"$15,000",R32,Andy Murray (GBR),21,"L 5-7, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2006&r=3&p=F324,ATP Masters Series Cincinnati,R32,97,Andy Murray,Roger Federer,Switzerland,6.0,3.0,42.0,76.0,24.0,42.0,13.0,34.0,7.0,14.0,11.0,11.0,28.0,21.0,40.0,5.0,7.0,11.0,37.0,76.0,32.0,68.0,69.0,144.0,Andy Murray,Great Britain,4.0,3.0,28.0,68.0,17.0,28.0,19.0,40.0,2.0,7.0,11.0,18.0,42.0,21.0,34.0,7.0,14.0,11.0,36.0,68.0,39.0,76.0,75.0,144.0,0
584,2006,Canada,"ATP Masters Series Canada, Toronto, Canada",07.08.2006,SU,Hard,Draw: 64,500,1.0,"$400,000",R64,Paul-Henri Mathieu (FRA),36,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2006&r=2&p=F324,ATP Masters Series Canada,R64,74,Roger Federer,Roger Federer,Switzerland,14.0,0.0,24.0,48.0,21.0,24.0,19.0,24.0,0.0,0.0,10.0,12.0,32.0,12.0,28.0,2.0,6.0,9.0,40.0,48.0,24.0,60.0,64.0,108.0,Paul-Henri Mathieu,France,2.0,2.0,32.0,60.0,20.0,32.0,16.0,28.0,4.0,6.0,9.0,3.0,24.0,5.0,24.0,0.0,0.0,10.0,36.0,60.0,8.0,48.0,44.0,108.0,1
585,2006,Canada,"ATP Masters Series Canada, Toronto, Canada",07.08.2006,SU,Hard,Draw: 64,500,1.0,"$400,000",R32,Sebastien Grosjean (FRA),33,"W 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2006&r=3&p=F324,ATP Masters Series Canada,R32,67,Roger Federer,Roger Federer,Switzerland,3.0,2.0,31.0,56.0,24.0,31.0,16.0,25.0,7.0,8.0,9.0,12.0,29.0,14.0,27.0,4.0,7.0,9.0,40.0,56.0,26.0,56.0,66.0,112.0,Sebastien Grosjean,France,3.0,0.0,29.0,56.0,17.0,29.0,13.0,27.0,3.0,7.0,9.0,7.0,31.0,9.0,25.0,1.0,8.0,9.0,30.0,56.0,16.0,56.0,46.0,112.0,1
586,2006,Canada,"ATP Masters Series Canada, Toronto, Canada",07.08.2006,SU,Hard,Draw: 64,500,1.0,"$400,000",R16,Dmitry Tursunov (RUS),27,"W 6-3, 5-7, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2006&r=4&p=F324,ATP Masters Series Canada,R16,107,Roger Federer,Roger Federer,Switzerland,8.0,1.0,61.0,92.0,45.0,61.0,16.0,31.0,6.0,7.0,14.0,20.0,51.0,14.0,31.0,4.0,13.0,13.0,61.0,92.0,34.0,82.0,95.0,174.0,Dmitry Tursunov,Russian Federation,1.0,1.0,51.0,82.0,31.0,51.0,17.0,31.0,9.0,13.0,13.0,16.0,61.0,15.0,31.0,1.0,7.0,14.0,48.0,82.0,31.0,92.0,79.0,174.0,1
587,2006,Canada,"ATP Masters Series Canada, Toronto, Canada",07.08.2006,SU,Hard,Draw: 64,500,1.0,"$400,000",Q,Xavier Malisse (BEL),41,"W 7-6(4), 6-7(5), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2006&r=5&p=F324,ATP Masters Series Canada,Q,147,Roger Federer,Roger Federer,Switzerland,2.0,3.0,70.0,110.0,47.0,70.0,25.0,40.0,5.0,8.0,17.0,20.0,61.0,24.0,51.0,4.0,8.0,16.0,72.0,110.0,44.0,112.0,116.0,222.0,Xavier Malisse,Belgium,4.0,2.0,61.0,112.0,41.0,61.0,27.0,51.0,4.0,8.0,16.0,23.0,70.0,15.0,40.0,3.0,8.0,17.0,68.0,112.0,38.0,110.0,106.0,222.0,1
588,2006,Canada,"ATP Masters Series Canada, Toronto, Canada",07.08.2006,SU,Hard,Draw: 64,500,1.0,"$400,000",S,Fernando Gonzalez (CHI),16,"W 6-1, 5-7, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2006&r=6&p=F324,ATP Masters Series Canada,S,110,Roger Federer,Roger Federer,Switzerland,3.0,3.0,54.0,81.0,39.0,54.0,18.0,27.0,4.0,5.0,14.0,23.0,60.0,11.0,28.0,4.0,10.0,14.0,57.0,81.0,34.0,88.0,91.0,169.0,Fernando Gonzalez,Chile,1.0,3.0,60.0,88.0,37.0,60.0,17.0,28.0,6.0,10.0,14.0,15.0,54.0,9.0,27.0,1.0,5.0,14.0,54.0,88.0,24.0,81.0,78.0,169.0,1
589,2006,Canada,"ATP Masters Series Canada, Toronto, Canada",07.08.2006,SU,Hard,Draw: 64,500,1.0,"$400,000",W,Richard Gasquet (FRA),51,"W 2-6, 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2006&r=7&p=F324,ATP Masters Series Canada,F,107,Roger Federer,Roger Federer,Switzerland,6.0,4.0,50.0,88.0,37.0,50.0,18.0,38.0,8.0,10.0,13.0,12.0,44.0,18.0,33.0,3.0,11.0,12.0,55.0,88.0,30.0,77.0,85.0,165.0,Richard Gasquet,France,2.0,3.0,44.0,77.0,32.0,44.0,15.0,33.0,8.0,11.0,12.0,13.0,50.0,20.0,38.0,2.0,10.0,13.0,47.0,77.0,33.0,88.0,80.0,165.0,1
590,2006,Great Britain,"Wimbledon, England",26.06.2006,GS,Grass,Draw: 128,"1,000",1.0,"$1,190,725",R128,Richard Gasquet (FRA),50,"W 6-3, 6-2, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2006&r=1&p=F324,Wimbledon,R128,74,Roger Federer,Roger Federer,Switzerland,5.0,1.0,47.0,70.0,40.0,47.0,15.0,23.0,1.0,1.0,13.0,24.0,54.0,7.0,15.0,5.0,7.0,12.0,55.0,70.0,31.0,69.0,86.0,139.0,Richard Gasquet,France,2.0,1.0,54.0,69.0,30.0,54.0,8.0,15.0,2.0,7.0,12.0,7.0,47.0,8.0,23.0,0.0,1.0,13.0,38.0,69.0,15.0,70.0,53.0,139.0,1
591,2006,Great Britain,"Wimbledon, England",26.06.2006,GS,Grass,Draw: 128,"1,000",1.0,"$1,190,725",R64,Tim Henman (GBR),64,"W 6-4, 6-0, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2006&r=2&p=F324,Wimbledon,R64,85,Roger Federer,Roger Federer,Switzerland,6.0,0.0,44.0,71.0,35.0,44.0,17.0,27.0,2.0,2.0,12.0,17.0,38.0,15.0,23.0,6.0,8.0,12.0,52.0,71.0,32.0,61.0,84.0,132.0,Tim Henman,Great Britain,0.0,3.0,38.0,61.0,21.0,38.0,8.0,23.0,2.0,8.0,12.0,9.0,44.0,10.0,27.0,0.0,2.0,12.0,29.0,61.0,19.0,71.0,48.0,132.0,1
592,2006,Great Britain,"Wimbledon, England",26.06.2006,GS,Grass,Draw: 128,"1,000",1.0,"$1,190,725",R32,Nicolas Mahut (FRA),77,"W 6-3, 7-6(2), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2006&r=3&p=F324,Wimbledon,R32,125,Roger Federer,Roger Federer,Switzerland,7.0,1.0,60.0,93.0,43.0,60.0,26.0,33.0,1.0,2.0,16.0,18.0,58.0,19.0,38.0,3.0,8.0,15.0,69.0,93.0,37.0,96.0,106.0,189.0,Nicolas Mahut,France,10.0,5.0,58.0,96.0,40.0,58.0,19.0,38.0,5.0,8.0,15.0,17.0,60.0,7.0,33.0,1.0,2.0,16.0,59.0,96.0,24.0,93.0,83.0,189.0,1
593,2006,Great Britain,"Wimbledon, England",26.06.2006,GS,Grass,Draw: 128,"1,000",1.0,"$1,190,725",R16,Tomas Berdych (CZE),14,"W 6-3, 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2006&r=4&p=F324,Wimbledon,R16,83,Roger Federer,Roger Federer,Switzerland,21.0,1.0,49.0,72.0,41.0,49.0,17.0,23.0,1.0,1.0,14.0,21.0,57.0,14.0,27.0,4.0,7.0,14.0,58.0,72.0,35.0,84.0,93.0,156.0,Tomas Berdych,Czech Republic,1.0,3.0,57.0,84.0,36.0,57.0,13.0,27.0,3.0,7.0,14.0,8.0,49.0,6.0,23.0,0.0,1.0,14.0,49.0,84.0,14.0,72.0,63.0,156.0,1
594,2006,Great Britain,"Wimbledon, England",26.06.2006,GS,Grass,Draw: 128,"1,000",1.0,"$1,190,725",Q,Mario Ancic (CRO),10,"W 6-4, 6-4, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2006&r=5&p=F324,Wimbledon,Q,107,Roger Federer,Roger Federer,Switzerland,7.0,1.0,50.0,87.0,39.0,50.0,24.0,37.0,2.0,3.0,15.0,13.0,46.0,16.0,34.0,4.0,7.0,15.0,63.0,87.0,29.0,80.0,92.0,167.0,Mario Ancic,Croatia,7.0,1.0,46.0,80.0,33.0,46.0,18.0,34.0,3.0,7.0,15.0,11.0,50.0,13.0,37.0,1.0,3.0,15.0,51.0,80.0,24.0,87.0,75.0,167.0,1
595,2006,Great Britain,"Wimbledon, England",26.06.2006,GS,Grass,Draw: 128,"1,000",1.0,"$1,190,725",S,Jonas Bjorkman (SWE),59,"W 6-2, 6-0, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2006&r=6&p=F324,Wimbledon,S,77,Roger Federer,Roger Federer,Switzerland,9.0,0.0,43.0,59.0,36.0,43.0,10.0,16.0,0.0,0.0,11.0,19.0,39.0,15.0,25.0,7.0,9.0,11.0,46.0,59.0,34.0,64.0,80.0,123.0,Jonas Bjorkman,Sweden,3.0,2.0,39.0,64.0,20.0,39.0,10.0,25.0,2.0,9.0,11.0,7.0,43.0,6.0,16.0,0.0,0.0,11.0,30.0,64.0,13.0,59.0,43.0,123.0,1
596,2006,Great Britain,"Wimbledon, England",26.06.2006,GS,Grass,Draw: 128,"1,000",1.0,"$1,190,725",W,Rafael Nadal (ESP),2,"W 6-0, 7-6(5), 6-7(2), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2006&r=7&p=F324,Wimbledon,F,178,Roger Federer,Roger Federer,Switzerland,13.0,1.0,83.0,119.0,64.0,83.0,20.0,36.0,1.0,3.0,20.0,30.0,94.0,19.0,33.0,6.0,10.0,19.0,84.0,119.0,49.0,127.0,133.0,246.0,Rafael Nadal,Spain,9.0,3.0,94.0,127.0,64.0,94.0,14.0,33.0,4.0,10.0,19.0,19.0,83.0,16.0,36.0,2.0,3.0,20.0,78.0,127.0,35.0,119.0,113.0,246.0,1
597,2006,Germany,"Halle, Germany",12.06.2006,WS,Grass,Draw: 32,225,1.0,"$113,000",R32,Rohan Bopanna (IND),267,"W 7-6(4), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2006&r=3&p=F324,Halle,R32,71,Roger Federer,Roger Federer,Switzerland,7.0,0.0,37.0,56.0,32.0,37.0,16.0,19.0,2.0,2.0,10.0,4.0,31.0,25.0,45.0,2.0,11.0,10.0,48.0,56.0,29.0,76.0,77.0,132.0,Rohan Bopanna,India,9.0,10.0,31.0,76.0,27.0,31.0,20.0,45.0,9.0,11.0,10.0,5.0,37.0,3.0,19.0,0.0,2.0,10.0,47.0,76.0,8.0,56.0,55.0,132.0,1
598,2006,Germany,"Halle, Germany",12.06.2006,WS,Grass,Draw: 32,225,1.0,"$113,000",R16,Richard Gasquet (FRA),51,"W 7-6(7), 6-7(7), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2006&r=4&p=F324,Halle,R16,134,Roger Federer,Roger Federer,Switzerland,10.0,0.0,74.0,113.0,57.0,74.0,22.0,39.0,1.0,2.0,17.0,20.0,75.0,14.0,35.0,2.0,4.0,17.0,79.0,113.0,34.0,110.0,113.0,223.0,Richard Gasquet,France,1.0,0.0,75.0,110.0,55.0,75.0,21.0,35.0,2.0,4.0,17.0,17.0,74.0,17.0,39.0,1.0,2.0,17.0,76.0,110.0,34.0,113.0,110.0,223.0,1
599,2006,Germany,"Halle, Germany",12.06.2006,WS,Grass,Draw: 32,225,1.0,"$113,000",Q,Olivier Rochus (BEL),29,"W 6-7(2), 7-6(9), 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2006&r=5&p=F324,Halle,Q,165,Roger Federer,Roger Federer,Switzerland,19.0,2.0,88.0,134.0,60.0,88.0,20.0,46.0,7.0,11.0,18.0,32.0,88.0,19.0,40.0,4.0,10.0,18.0,80.0,134.0,51.0,128.0,131.0,262.0,Olivier Rochus,Belgium,2.0,6.0,88.0,128.0,56.0,88.0,21.0,40.0,6.0,10.0,18.0,28.0,88.0,26.0,46.0,4.0,11.0,18.0,77.0,128.0,54.0,134.0,131.0,262.0,1
600,2006,Germany,"Halle, Germany",12.06.2006,WS,Grass,Draw: 32,225,1.0,"$113,000",S,Tommy Haas (GER),26,"W 6-4, 6-7(4), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2006&r=6&p=F324,Halle,S,137,Roger Federer,Roger Federer,Switzerland,9.0,1.0,65.0,97.0,51.0,65.0,19.0,32.0,3.0,3.0,16.0,20.0,75.0,24.0,46.0,2.0,16.0,15.0,70.0,97.0,44.0,121.0,114.0,218.0,Tommy Haas,Germany,4.0,6.0,75.0,121.0,55.0,75.0,22.0,46.0,14.0,16.0,15.0,14.0,65.0,13.0,32.0,0.0,3.0,16.0,77.0,121.0,27.0,97.0,104.0,218.0,1
601,2006,Germany,"Halle, Germany",12.06.2006,WS,Grass,Draw: 32,225,1.0,"$113,000",W,Tomas Berdych (CZE),15,"W 6-0, 6-7(4), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2006&r=7&p=F324,Halle,F,95,Roger Federer,Roger Federer,Switzerland,11.0,3.0,48.0,73.0,40.0,48.0,14.0,25.0,0.0,1.0,13.0,17.0,47.0,20.0,36.0,6.0,8.0,13.0,54.0,73.0,37.0,83.0,91.0,156.0,Tomas Berdych,Czech Republic,10.0,2.0,47.0,83.0,30.0,47.0,16.0,36.0,2.0,8.0,13.0,8.0,48.0,11.0,25.0,1.0,1.0,13.0,46.0,83.0,19.0,73.0,65.0,156.0,1
602,2006,France,"Roland Garros, France",29.05.2006,GS,Clay,Draw: 128,700,1.0,"$598,350",R128,Diego Hartfield (ARG),157,"W 7-5, 7-6(2), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2006&r=1&p=F324,Roland Garros,R128,156,Roger Federer,Roger Federer,Switzerland,5.0,2.0,70.0,106.0,48.0,70.0,22.0,36.0,6.0,9.0,16.0,39.0,92.0,21.0,41.0,6.0,21.0,16.0,70.0,106.0,60.0,133.0,130.0,239.0,Diego Hartfield,Argentina,0.0,2.0,92.0,133.0,53.0,92.0,20.0,41.0,15.0,21.0,16.0,22.0,70.0,14.0,36.0,3.0,9.0,16.0,73.0,133.0,36.0,106.0,109.0,239.0,1
603,2006,France,"Roland Garros, France",29.05.2006,GS,Clay,Draw: 128,700,1.0,"$598,350",R64,Alejandro Falla (COL),139,"W 6-1, 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2006&r=2&p=F324,Roland Garros,R64,86,Roger Federer,Roger Federer,Switzerland,4.0,0.0,46.0,68.0,40.0,46.0,15.0,22.0,3.0,3.0,13.0,24.0,57.0,15.0,29.0,5.0,11.0,13.0,55.0,68.0,39.0,86.0,94.0,154.0,Alejandro Falla,Colombia,4.0,1.0,57.0,86.0,33.0,57.0,14.0,29.0,6.0,11.0,13.0,6.0,46.0,7.0,22.0,0.0,3.0,13.0,47.0,86.0,13.0,68.0,60.0,154.0,1
604,2006,France,"Roland Garros, France",29.05.2006,GS,Clay,Draw: 128,700,1.0,"$598,350",R32,Nicolas Massu (CHI),35,"W 6-1, 6-2, 6-7(4), 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2006&r=3&p=F324,Roland Garros,R32,155,Roger Federer,Roger Federer,Switzerland,6.0,3.0,70.0,114.0,52.0,70.0,29.0,44.0,5.0,7.0,20.0,26.0,77.0,24.0,42.0,7.0,12.0,19.0,81.0,114.0,50.0,119.0,131.0,233.0,Nicolas Massu,Chile,4.0,5.0,77.0,119.0,51.0,77.0,18.0,42.0,5.0,12.0,19.0,18.0,70.0,15.0,44.0,2.0,7.0,20.0,69.0,119.0,33.0,114.0,102.0,233.0,1
605,2006,France,"Roland Garros, France",29.05.2006,GS,Clay,Draw: 128,700,1.0,"$598,350",R16,Tomas Berdych (CZE),20,"W 6-3, 6-2, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2006&r=4&p=F324,Roland Garros,R16,107,Roger Federer,Roger Federer,Switzerland,9.0,1.0,50.0,79.0,38.0,50.0,16.0,29.0,2.0,3.0,13.0,15.0,54.0,28.0,38.0,6.0,16.0,13.0,54.0,79.0,43.0,92.0,97.0,171.0,Tomas Berdych,Czech Republic,7.0,3.0,54.0,92.0,39.0,54.0,10.0,38.0,10.0,16.0,13.0,12.0,50.0,13.0,29.0,1.0,3.0,13.0,49.0,92.0,25.0,79.0,74.0,171.0,1
606,2006,France,"Roland Garros, France",29.05.2006,GS,Clay,Draw: 128,700,1.0,"$598,350",Q,Mario Ancic (CRO),12,"W 6-4, 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2006&r=5&p=F324,Roland Garros,Q,137,Roger Federer,Roger Federer,Switzerland,4.0,0.0,65.0,104.0,43.0,65.0,28.0,39.0,8.0,9.0,15.0,19.0,64.0,23.0,36.0,4.0,18.0,14.0,71.0,104.0,42.0,100.0,113.0,204.0,Mario Ancic,Croatia,3.0,2.0,64.0,100.0,45.0,64.0,13.0,36.0,14.0,18.0,14.0,22.0,65.0,11.0,39.0,1.0,9.0,15.0,58.0,100.0,33.0,104.0,91.0,204.0,1
607,2006,France,"Roland Garros, France",29.05.2006,GS,Clay,Draw: 128,700,1.0,"$598,350",S,David Nalbandian (ARG),3,"W 3-6, 6-4, 5-2 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2006&r=6&p=F324,Roland Garros,S,98,Roger Federer,Roger Federer,Switzerland,4.0,1.0,41.0,72.0,32.0,41.0,15.0,31.0,2.0,5.0,13.0,21.0,49.0,8.0,25.0,4.0,8.0,13.0,47.0,72.0,29.0,74.0,76.0,146.0,David Nalbandian,Argentina,1.0,5.0,49.0,74.0,28.0,49.0,17.0,25.0,4.0,8.0,13.0,9.0,41.0,16.0,31.0,3.0,5.0,13.0,45.0,74.0,25.0,72.0,70.0,146.0,1
608,2006,France,"Roland Garros, France",29.05.2006,GS,Clay,Draw: 128,700,1.0,"$598,350",F,Rafael Nadal (ESP),2,"L 6-1, 1-6, 4-6, 6-7(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2006&r=7&p=F324,Roland Garros,F,182,Rafael Nadal,Roger Federer,Switzerland,8.0,1.0,72.0,119.0,49.0,72.0,25.0,47.0,8.0,12.0,18.0,26.0,85.0,9.0,26.0,3.0,10.0,18.0,74.0,119.0,35.0,111.0,109.0,230.0,Rafael Nadal,Spain,3.0,0.0,85.0,111.0,59.0,85.0,17.0,26.0,7.0,10.0,18.0,23.0,72.0,22.0,47.0,4.0,12.0,18.0,76.0,111.0,45.0,119.0,121.0,230.0,0
609,2006,Italy,"ATP Masters Series Rome, Italy",08.05.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",R64,Juan Ignacio Chela (ARG),30,"W 6-2, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2006&r=2&p=F324,ATP Masters Series Rome,R64,68,Roger Federer,Roger Federer,Switzerland,3.0,0.0,29.0,51.0,20.0,29.0,15.0,22.0,1.0,2.0,8.0,8.0,23.0,20.0,27.0,5.0,10.0,7.0,35.0,51.0,28.0,50.0,63.0,101.0,Juan Ignacio Chela,Argentina,0.0,1.0,23.0,50.0,15.0,23.0,7.0,27.0,5.0,10.0,7.0,9.0,29.0,7.0,22.0,1.0,2.0,8.0,22.0,50.0,16.0,51.0,38.0,101.0,1
610,2006,Italy,"ATP Masters Series Rome, Italy",08.05.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",R32,Potito Starace (ITA),81,"W 6-3, 7-6(2)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2006&r=3&p=F324,ATP Masters Series Rome,R32,111,Roger Federer,Roger Federer,Switzerland,2.0,2.0,39.0,80.0,28.0,39.0,21.0,41.0,0.0,3.0,10.0,23.0,56.0,19.0,27.0,5.0,11.0,11.0,49.0,80.0,42.0,83.0,91.0,163.0,Potito Starace,Italy,0.0,2.0,56.0,83.0,33.0,56.0,8.0,27.0,6.0,11.0,11.0,11.0,39.0,20.0,41.0,3.0,3.0,10.0,41.0,83.0,31.0,80.0,72.0,163.0,1
611,2006,Italy,"ATP Masters Series Rome, Italy",08.05.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",R16,Radek Stepanek (CZE),18,"W 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2006&r=4&p=F324,ATP Masters Series Rome,R16,57,Roger Federer,Roger Federer,Switzerland,2.0,2.0,24.0,46.0,23.0,24.0,14.0,22.0,3.0,3.0,9.0,11.0,35.0,8.0,12.0,3.0,7.0,8.0,37.0,46.0,19.0,47.0,56.0,93.0,Radek Stepanek,Czech Republic,3.0,2.0,35.0,47.0,24.0,35.0,4.0,12.0,4.0,7.0,8.0,1.0,24.0,8.0,22.0,0.0,3.0,9.0,28.0,47.0,9.0,46.0,37.0,93.0,1
612,2006,Italy,"ATP Masters Series Rome, Italy",08.05.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",Q,Nicolas Almagro (ESP),54,"W 6-3, 6-7(2), 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2006&r=5&p=F324,ATP Masters Series Rome,Q,153,Roger Federer,Roger Federer,Switzerland,9.0,2.0,69.0,111.0,49.0,69.0,24.0,42.0,7.0,9.0,17.0,32.0,85.0,15.0,33.0,4.0,11.0,16.0,73.0,111.0,47.0,118.0,120.0,229.0,Nicolas Almagro,Spain,1.0,1.0,85.0,118.0,53.0,85.0,18.0,33.0,7.0,11.0,16.0,20.0,69.0,18.0,42.0,2.0,9.0,17.0,71.0,118.0,38.0,111.0,109.0,229.0,1
613,2006,Italy,"ATP Masters Series Rome, Italy",08.05.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",S,David Nalbandian (ARG),3,"W 6-3, 3-6, 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2006&r=6&p=F324,ATP Masters Series Rome,S,163,Roger Federer,Roger Federer,Switzerland,9.0,2.0,56.0,117.0,39.0,56.0,27.0,61.0,11.0,16.0,15.0,24.0,64.0,25.0,48.0,5.0,9.0,15.0,66.0,117.0,49.0,112.0,115.0,229.0,David Nalbandian,Argentina,2.0,8.0,64.0,112.0,40.0,64.0,23.0,48.0,4.0,9.0,15.0,17.0,56.0,34.0,61.0,5.0,16.0,15.0,63.0,112.0,51.0,117.0,114.0,229.0,1
614,2006,Italy,"ATP Masters Series Rome, Italy",08.05.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",F,Rafael Nadal (ESP),2,"L 7-6(0), 6-7(5), 4-6, 6-2, 6-7(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2006&r=7&p=F324,ATP Masters Series Rome,F,305,Rafael Nadal,Roger Federer,Switzerland,10.0,0.0,112.0,180.0,86.0,112.0,35.0,68.0,6.0,9.0,27.0,46.0,147.0,12.0,26.0,4.0,10.0,27.0,121.0,180.0,58.0,173.0,179.0,353.0,Rafael Nadal,Spain,4.0,1.0,147.0,173.0,101.0,147.0,14.0,26.0,6.0,10.0,27.0,26.0,112.0,33.0,68.0,3.0,9.0,27.0,115.0,173.0,59.0,180.0,174.0,353.0,0
