,year,tournament country,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament.1,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total,RF_win
615,2006,Monaco,"ATP Masters Series Monte Carlo, Monaco",17.04.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",R64,Novak Djokovic (SRB),67,"W 6-3, 2-6, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2006&r=2&p=F324,ATP Masters Series Monte Carlo,R64,109,Roger Federer,Roger Federer,Switzerland,1.0,0.0,39.0,73.0,28.0,39.0,21.0,34.0,0.0,2.0,13.0,25.0,61.0,14.0,33.0,3.0,11.0,13.0,49.0,73.0,39.0,94.0,88.0,167.0,Novak Djokovic,Serbia,1.0,4.0,61.0,94.0,36.0,61.0,19.0,33.0,8.0,11.0,13.0,11.0,39.0,13.0,34.0,2.0,2.0,13.0,55.0,94.0,24.0,73.0,79.0,167.0,1
616,2006,Monaco,"ATP Masters Series Monte Carlo, Monaco",17.04.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",R32,Alberto Martin (ESP),66,"W 6-0, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2006&r=3&p=F324,ATP Masters Series Monte Carlo,R32,46,Roger Federer,Roger Federer,Switzerland,2.0,1.0,20.0,33.0,18.0,20.0,10.0,13.0,0.0,0.0,7.0,15.0,23.0,9.0,14.0,5.0,6.0,6.0,28.0,33.0,24.0,37.0,52.0,70.0,Alberto Martin,Spain,0.0,3.0,23.0,37.0,8.0,23.0,5.0,14.0,1.0,6.0,6.0,2.0,20.0,3.0,13.0,0.0,0.0,7.0,13.0,37.0,5.0,33.0,18.0,70.0,1
617,2006,Monaco,"ATP Masters Series Monte Carlo, Monaco",17.04.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",R16,Benjamin Balleret (MON),351,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2006&r=4&p=F324,ATP Masters Series Monte Carlo,R16,55,Roger Federer,Roger Federer,Switzerland,3.0,0.0,30.0,44.0,26.0,30.0,11.0,14.0,3.0,3.0,9.0,13.0,34.0,10.0,18.0,3.0,6.0,8.0,37.0,44.0,23.0,52.0,60.0,96.0,Benjamin Balleret,Monaco,2.0,2.0,34.0,52.0,21.0,34.0,8.0,18.0,3.0,6.0,8.0,4.0,30.0,3.0,14.0,0.0,3.0,9.0,29.0,52.0,7.0,44.0,36.0,96.0,1
618,2006,Monaco,"ATP Masters Series Monte Carlo, Monaco",17.04.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",Q,David Ferrer (ESP),15,"W 6-1, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2006&r=5&p=F324,ATP Masters Series Monte Carlo,Q,61,Roger Federer,Roger Federer,Switzerland,3.0,1.0,28.0,45.0,22.0,28.0,8.0,17.0,4.0,5.0,8.0,15.0,31.0,14.0,20.0,5.0,14.0,8.0,30.0,45.0,29.0,51.0,59.0,96.0,David Ferrer,Spain,1.0,2.0,31.0,51.0,16.0,31.0,6.0,20.0,9.0,14.0,8.0,6.0,28.0,9.0,17.0,1.0,5.0,8.0,22.0,51.0,15.0,45.0,37.0,96.0,1
619,2006,Monaco,"ATP Masters Series Monte Carlo, Monaco",17.04.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",S,Fernando Gonzalez (CHI),21,"W 6-2, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2006&r=6&p=F324,ATP Masters Series Monte Carlo,S,69,Roger Federer,Roger Federer,Switzerland,3.0,0.0,36.0,52.0,28.0,36.0,11.0,16.0,3.0,3.0,9.0,14.0,37.0,9.0,18.0,3.0,6.0,9.0,39.0,52.0,23.0,55.0,62.0,107.0,Fernando Gonzalez,Chile,0.0,3.0,37.0,55.0,23.0,37.0,9.0,18.0,3.0,6.0,9.0,8.0,36.0,5.0,16.0,0.0,3.0,9.0,32.0,55.0,13.0,52.0,45.0,107.0,1
620,2006,Monaco,"ATP Masters Series Monte Carlo, Monaco",17.04.2006,SU,Clay,Draw: 64,350,1.0,"$200,000",F,Rafael Nadal (ESP),2,"L 2-6, 7-6(2), 3-6, 6-7(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2006&r=7&p=F324,ATP Masters Series Monte Carlo,F,230,Rafael Nadal,Roger Federer,Switzerland,3.0,3.0,86.0,143.0,54.0,86.0,28.0,57.0,7.0,14.0,20.0,36.0,106.0,22.0,46.0,4.0,18.0,21.0,82.0,143.0,58.0,152.0,140.0,295.0,Rafael Nadal,Spain,1.0,4.0,106.0,152.0,70.0,106.0,24.0,46.0,14.0,18.0,21.0,32.0,86.0,29.0,57.0,7.0,14.0,20.0,94.0,152.0,61.0,143.0,155.0,295.0,0
621,2006,United States of America,"ATP Masters Series Miami, FL, U.S.A.",20.03.2006,SU,Hard,Draw: 96,500,1.0,"$533,350",R128,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2006&r=1&p=F324,ATP Masters Series Miami,R128,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
622,2006,United States of America,"ATP Masters Series Miami, FL, U.S.A.",20.03.2006,SU,Hard,Draw: 96,500,1.0,"$533,350",R64,Arnaud Clement (FRA),53,"W 6-2, 6-7(4), 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2006&r=2&p=F324,ATP Masters Series Miami,R64,119,Roger Federer,Roger Federer,Switzerland,6.0,2.0,60.0,94.0,44.0,60.0,16.0,34.0,3.0,4.0,13.0,17.0,39.0,17.0,36.0,6.0,9.0,13.0,60.0,94.0,34.0,75.0,94.0,169.0,Arnaud Clement,France,2.0,3.0,39.0,75.0,22.0,39.0,19.0,36.0,3.0,9.0,13.0,16.0,60.0,18.0,34.0,1.0,4.0,13.0,41.0,75.0,34.0,94.0,75.0,169.0,1
623,2006,United States of America,"ATP Masters Series Miami, FL, U.S.A.",20.03.2006,SU,Hard,Draw: 96,500,1.0,"$533,350",R32,Tommy Haas (GER),28,"W 6-1, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2006&r=3&p=F324,ATP Masters Series Miami,R32,74,Roger Federer,Roger Federer,Switzerland,4.0,2.0,36.0,55.0,29.0,36.0,9.0,19.0,4.0,4.0,8.0,12.0,37.0,14.0,18.0,4.0,7.0,8.0,38.0,55.0,26.0,55.0,64.0,110.0,Tommy Haas,Germany,2.0,1.0,37.0,55.0,25.0,37.0,4.0,18.0,3.0,7.0,8.0,7.0,36.0,10.0,19.0,0.0,4.0,8.0,29.0,55.0,17.0,55.0,46.0,110.0,1
624,2006,United States of America,"ATP Masters Series Miami, FL, U.S.A.",20.03.2006,SU,Hard,Draw: 96,500,1.0,"$533,350",R16,Dmitry Tursunov (RUS),36,"W 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2006&r=4&p=F324,ATP Masters Series Miami,R16,58,Roger Federer,Roger Federer,Switzerland,5.0,2.0,29.0,43.0,25.0,29.0,8.0,14.0,0.0,1.0,9.0,11.0,33.0,16.0,23.0,4.0,7.0,9.0,33.0,43.0,27.0,56.0,60.0,99.0,Dmitry Tursunov,Russian Federation,4.0,3.0,33.0,56.0,22.0,33.0,7.0,23.0,3.0,7.0,9.0,4.0,29.0,6.0,14.0,1.0,1.0,9.0,29.0,56.0,10.0,43.0,39.0,99.0,1
625,2006,United States of America,"ATP Masters Series Miami, FL, U.S.A.",20.03.2006,SU,Hard,Draw: 96,500,1.0,"$533,350",Q,James Blake (USA),9,"W 7-6(2), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2006&r=5&p=F324,ATP Masters Series Miami,Q,87,Roger Federer,Roger Federer,Switzerland,6.0,1.0,46.0,78.0,32.0,46.0,22.0,32.0,2.0,3.0,11.0,7.0,36.0,18.0,35.0,2.0,4.0,11.0,54.0,78.0,25.0,71.0,79.0,149.0,James Blake,United States,4.0,4.0,36.0,71.0,29.0,36.0,17.0,35.0,2.0,4.0,11.0,14.0,46.0,10.0,32.0,1.0,3.0,11.0,46.0,71.0,24.0,78.0,70.0,149.0,1
626,2006,United States of America,"ATP Masters Series Miami, FL, U.S.A.",20.03.2006,SU,Hard,Draw: 96,500,1.0,"$533,350",S,David Ferrer (ESP),11,"W 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2006&r=6&p=F324,ATP Masters Series Miami,S,60,Roger Federer,Roger Federer,Switzerland,2.0,1.0,35.0,52.0,27.0,35.0,10.0,17.0,2.0,3.0,9.0,17.0,38.0,8.0,14.0,4.0,5.0,8.0,37.0,52.0,25.0,52.0,62.0,104.0,David Ferrer,Spain,0.0,2.0,38.0,52.0,21.0,38.0,6.0,14.0,1.0,5.0,8.0,8.0,35.0,7.0,17.0,1.0,3.0,9.0,27.0,52.0,15.0,52.0,42.0,104.0,1
627,2006,United States of America,"ATP Masters Series Miami, FL, U.S.A.",20.03.2006,SU,Hard,Draw: 96,500,1.0,"$533,350",W,Ivan Ljubicic (CRO),6,"W 7-6(5), 7-6(4), 7-6(6)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2006&r=7&p=F324,ATP Masters Series Miami,F,177,Roger Federer,Roger Federer,Switzerland,8.0,3.0,78.0,124.0,58.0,78.0,29.0,46.0,5.0,7.0,18.0,15.0,68.0,22.0,53.0,2.0,7.0,18.0,87.0,124.0,37.0,121.0,124.0,245.0,Ivan Ljubicic,Croatia,21.0,3.0,68.0,121.0,53.0,68.0,31.0,53.0,5.0,7.0,18.0,20.0,78.0,17.0,46.0,2.0,7.0,18.0,84.0,121.0,37.0,124.0,121.0,245.0,1
628,2006,United States of America,"ATP Masters Series Indian Wells, CA, U.S.A.",06.03.2006,SU,Hard,Draw: 96,500,1.0,"$490,000",R128,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2006&r=1&p=F324,ATP Masters Series Indian Wells,R128,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
629,2006,United States of America,"ATP Masters Series Indian Wells, CA, U.S.A.",06.03.2006,SU,Hard,Draw: 96,500,1.0,"$490,000",R64,Nicolas Massu (CHI),47,"W 6-3, 7-6(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2006&r=2&p=F324,ATP Masters Series Indian Wells,R64,94,Roger Federer,Roger Federer,Switzerland,3.0,1.0,40.0,66.0,30.0,40.0,21.0,26.0,1.0,1.0,11.0,16.0,46.0,8.0,21.0,1.0,4.0,10.0,51.0,66.0,24.0,67.0,75.0,133.0,Nicolas Massu,Chile,2.0,1.0,46.0,67.0,30.0,46.0,13.0,21.0,3.0,4.0,10.0,10.0,40.0,5.0,26.0,0.0,1.0,11.0,43.0,67.0,15.0,66.0,58.0,133.0,1
630,2006,United States of America,"ATP Masters Series Indian Wells, CA, U.S.A.",06.03.2006,SU,Hard,Draw: 96,500,1.0,"$490,000",R32,Olivier Rochus (BEL),32,"W 3-6, 6-2, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2006&r=3&p=F324,ATP Masters Series Indian Wells,R32,114,Roger Federer,Roger Federer,Switzerland,8.0,3.0,54.0,97.0,39.0,54.0,24.0,43.0,5.0,6.0,14.0,20.0,59.0,12.0,28.0,3.0,6.0,15.0,63.0,97.0,32.0,87.0,95.0,184.0,Olivier Rochus,Belgium,1.0,4.0,59.0,87.0,39.0,59.0,16.0,28.0,3.0,6.0,15.0,15.0,54.0,19.0,43.0,1.0,6.0,14.0,55.0,87.0,34.0,97.0,89.0,184.0,1
631,2006,United States of America,"ATP Masters Series Indian Wells, CA, U.S.A.",06.03.2006,SU,Hard,Draw: 96,500,1.0,"$490,000",R16,Richard Gasquet (FRA),18,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2006&r=4&p=F324,ATP Masters Series Indian Wells,R16,57,Roger Federer,Roger Federer,Switzerland,3.0,1.0,32.0,48.0,30.0,32.0,10.0,16.0,0.0,0.0,10.0,9.0,32.0,10.0,20.0,2.0,2.0,9.0,40.0,48.0,19.0,52.0,59.0,100.0,Richard Gasquet,France,1.0,1.0,32.0,52.0,23.0,32.0,10.0,20.0,0.0,2.0,9.0,2.0,32.0,6.0,16.0,0.0,0.0,10.0,33.0,52.0,8.0,48.0,41.0,100.0,1
632,2006,United States of America,"ATP Masters Series Indian Wells, CA, U.S.A.",06.03.2006,SU,Hard,Draw: 96,500,1.0,"$490,000",Q,Ivan Ljubicic (CRO),6,"W 6-2, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2006&r=5&p=F324,ATP Masters Series Indian Wells,Q,67,Roger Federer,Roger Federer,Switzerland,5.0,1.0,37.0,53.0,29.0,37.0,9.0,16.0,1.0,1.0,9.0,15.0,38.0,8.0,13.0,3.0,7.0,8.0,38.0,53.0,23.0,51.0,61.0,104.0,Ivan Ljubicic,Croatia,4.0,1.0,38.0,51.0,23.0,38.0,5.0,13.0,4.0,7.0,8.0,8.0,37.0,7.0,16.0,0.0,1.0,9.0,28.0,51.0,15.0,53.0,43.0,104.0,1
633,2006,United States of America,"ATP Masters Series Indian Wells, CA, U.S.A.",06.03.2006,SU,Hard,Draw: 96,500,1.0,"$490,000",S,Paradorn Srichaphan (THA),61,"W 6-2, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2006&r=6&p=F324,ATP Masters Series Indian Wells,S,60,Roger Federer,Roger Federer,Switzerland,3.0,0.0,36.0,50.0,24.0,36.0,10.0,14.0,0.0,1.0,9.0,17.0,38.0,9.0,17.0,4.0,7.0,8.0,34.0,50.0,26.0,55.0,60.0,105.0,Paradorn Srichaphan,Thailand,4.0,2.0,38.0,55.0,21.0,38.0,8.0,17.0,3.0,7.0,8.0,12.0,36.0,4.0,14.0,1.0,1.0,9.0,29.0,55.0,16.0,50.0,45.0,105.0,1
634,2006,United States of America,"ATP Masters Series Indian Wells, CA, U.S.A.",06.03.2006,SU,Hard,Draw: 96,500,1.0,"$490,000",W,James Blake (USA),14,"W 7-5, 6-3, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2006&r=7&p=F324,ATP Masters Series Indian Wells,F,103,Roger Federer,Roger Federer,Switzerland,3.0,1.0,46.0,79.0,37.0,46.0,18.0,33.0,2.0,4.0,14.0,24.0,44.0,23.0,45.0,7.0,16.0,13.0,55.0,79.0,47.0,89.0,102.0,168.0,James Blake,United States,3.0,3.0,44.0,89.0,20.0,44.0,22.0,45.0,9.0,16.0,13.0,9.0,46.0,15.0,33.0,2.0,4.0,14.0,42.0,89.0,24.0,79.0,66.0,168.0,1
635,2006,United Arab Emirates,"Dubai, U.A.E.",27.02.2006,CS,Hard,Draw: 32,210,1.0,"$98,600",R32,Stanislas Wawrinka (SUI),57,"W 7-6(3), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2006&r=3&p=F324,Dubai,R32,81,Roger Federer,Roger Federer,Switzerland,3.0,0.0,46.0,71.0,33.0,46.0,13.0,25.0,4.0,7.0,11.0,11.0,27.0,15.0,35.0,4.0,7.0,10.0,46.0,71.0,26.0,62.0,72.0,133.0,Stanislas Wawrinka,Switzerland,2.0,2.0,27.0,62.0,16.0,27.0,20.0,35.0,3.0,7.0,10.0,13.0,46.0,12.0,25.0,3.0,7.0,11.0,36.0,62.0,25.0,71.0,61.0,133.0,1
636,2006,United Arab Emirates,"Dubai, U.A.E.",27.02.2006,CS,Hard,Draw: 32,210,1.0,"$98,600",R16,Mohammad Ghareeb (KUW),488,"W 7-6(5), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2006&r=4&p=F324,Dubai,R16,88,Roger Federer,Roger Federer,Switzerland,7.0,0.0,45.0,67.0,36.0,45.0,11.0,22.0,0.0,1.0,11.0,10.0,44.0,25.0,45.0,2.0,16.0,11.0,47.0,67.0,35.0,89.0,82.0,156.0,Mohammad Ghareeb,Kuwait,6.0,4.0,44.0,89.0,34.0,44.0,20.0,45.0,14.0,16.0,11.0,9.0,45.0,11.0,22.0,1.0,1.0,11.0,54.0,89.0,20.0,67.0,74.0,156.0,1
637,2006,United Arab Emirates,"Dubai, U.A.E.",27.02.2006,CS,Hard,Draw: 32,210,1.0,"$98,600",Q,Robin Vik (CZE),75,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2006&r=5&p=F324,Dubai,Q,58,Roger Federer,Roger Federer,Switzerland,8.0,1.0,40.0,56.0,31.0,40.0,8.0,16.0,5.0,6.0,9.0,9.0,27.0,11.0,17.0,4.0,6.0,8.0,39.0,56.0,20.0,44.0,59.0,100.0,Robin Vik,Czech Republic,2.0,2.0,27.0,44.0,18.0,27.0,6.0,17.0,2.0,6.0,8.0,9.0,40.0,8.0,16.0,1.0,6.0,9.0,24.0,44.0,17.0,56.0,41.0,100.0,1
638,2006,United Arab Emirates,"Dubai, U.A.E.",27.02.2006,CS,Hard,Draw: 32,210,1.0,"$98,600",S,Mikhail Youzhny (RUS),52,"W 6-2, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2006&r=6&p=F324,Dubai,S,66,Roger Federer,Roger Federer,Switzerland,3.0,0.0,31.0,58.0,23.0,31.0,17.0,27.0,8.0,8.0,9.0,9.0,23.0,13.0,31.0,3.0,5.0,8.0,40.0,58.0,22.0,54.0,62.0,112.0,Mikhail Youzhny,Russian Federation,4.0,2.0,23.0,54.0,14.0,23.0,18.0,31.0,2.0,5.0,8.0,8.0,31.0,10.0,27.0,0.0,8.0,9.0,32.0,54.0,18.0,58.0,50.0,112.0,1
639,2006,United Arab Emirates,"Dubai, U.A.E.",27.02.2006,CS,Hard,Draw: 32,210,1.0,"$98,600",F,Rafael Nadal (ESP),2,"L 6-2, 4-6, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2006&r=7&p=F324,Dubai,F,113,Rafael Nadal,Roger Federer,Switzerland,9.0,0.0,41.0,69.0,33.0,41.0,16.0,28.0,2.0,5.0,14.0,18.0,56.0,11.0,24.0,3.0,3.0,14.0,49.0,69.0,29.0,80.0,78.0,149.0,Rafael Nadal,Spain,1.0,1.0,56.0,80.0,38.0,56.0,13.0,24.0,0.0,3.0,14.0,8.0,41.0,12.0,28.0,3.0,5.0,14.0,51.0,80.0,20.0,69.0,71.0,149.0,0
640,2006,Australia,"Australian Open, Australia",16.01.2006,GS,Hard,Draw: 128,"1,000",1.0,"$922,560",R128,Denis Istomin (UZB),195,"W 6-2, 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2006&r=1&p=F324,Australian Open,R128,83,Roger Federer,Roger Federer,Switzerland,2.0,0.0,46.0,67.0,38.0,46.0,12.0,21.0,2.0,3.0,13.0,22.0,53.0,19.0,30.0,6.0,11.0,12.0,50.0,67.0,41.0,83.0,91.0,150.0,Denis Istomin,Uzbekistan,8.0,3.0,53.0,83.0,31.0,53.0,11.0,30.0,5.0,11.0,12.0,8.0,46.0,9.0,21.0,1.0,3.0,13.0,42.0,83.0,17.0,67.0,59.0,150.0,1
641,2006,Australia,"Australian Open, Australia",16.01.2006,GS,Hard,Draw: 128,"1,000",1.0,"$922,560",R64,Florian Mayer (GER),69,"W 6-1, 6-4, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2006&r=2&p=F324,Australian Open,R64,72,Roger Federer,Roger Federer,Switzerland,9.0,1.0,45.0,74.0,34.0,45.0,18.0,29.0,1.0,1.0,12.0,21.0,44.0,14.0,25.0,6.0,10.0,11.0,52.0,74.0,35.0,69.0,87.0,143.0,Florian Mayer,Germany,2.0,5.0,44.0,69.0,23.0,44.0,11.0,25.0,4.0,10.0,11.0,11.0,45.0,11.0,29.0,0.0,1.0,12.0,34.0,69.0,22.0,74.0,56.0,143.0,1
642,2006,Australia,"Australian Open, Australia",16.01.2006,GS,Hard,Draw: 128,"1,000",1.0,"$922,560",R32,Max Mirnyi (BLR),34,"W 6-3, 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2006&r=3&p=F324,Australian Open,R32,109,Roger Federer,Roger Federer,Switzerland,6.0,2.0,47.0,70.0,37.0,47.0,20.0,23.0,1.0,1.0,14.0,22.0,72.0,25.0,36.0,4.0,15.0,14.0,57.0,70.0,47.0,108.0,104.0,178.0,Max Mirnyi,Belarus,5.0,6.0,72.0,108.0,50.0,72.0,11.0,36.0,11.0,15.0,14.0,10.0,47.0,3.0,23.0,0.0,1.0,14.0,61.0,108.0,13.0,70.0,74.0,178.0,1
643,2006,Australia,"Australian Open, Australia",16.01.2006,GS,Hard,Draw: 128,"1,000",1.0,"$922,560",R16,Tommy Haas (GER),41,"W 6-4, 6-0, 3-6, 4-6, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2006&r=4&p=F324,Australian Open,R16,178,Roger Federer,Roger Federer,Switzerland,10.0,1.0,77.0,132.0,60.0,77.0,29.0,55.0,7.0,9.0,21.0,33.0,89.0,21.0,49.0,6.0,11.0,22.0,89.0,132.0,54.0,138.0,143.0,270.0,Tommy Haas,Germany,5.0,0.0,89.0,138.0,56.0,89.0,28.0,49.0,5.0,11.0,22.0,17.0,77.0,26.0,55.0,2.0,9.0,21.0,84.0,138.0,43.0,132.0,127.0,270.0,1
644,2006,Australia,"Australian Open, Australia",16.01.2006,GS,Hard,Draw: 128,"1,000",1.0,"$922,560",Q,Nikolay Davydenko (RUS),5,"W 6-4, 3-6, 7-6(7), 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2006&r=5&p=F324,Australian Open,Q,193,Roger Federer,Roger Federer,Switzerland,6.0,0.0,86.0,139.0,64.0,86.0,28.0,53.0,5.0,10.0,22.0,33.0,111.0,19.0,33.0,4.0,10.0,21.0,92.0,139.0,52.0,144.0,144.0,283.0,Nikolay Davydenko,Russian Federation,1.0,2.0,111.0,144.0,78.0,111.0,14.0,33.0,6.0,10.0,21.0,22.0,86.0,25.0,53.0,5.0,10.0,22.0,92.0,144.0,47.0,139.0,139.0,283.0,1
645,2006,Australia,"Australian Open, Australia",16.01.2006,GS,Hard,Draw: 128,"1,000",1.0,"$922,560",S,Nicolas Kiefer (GER),25,"W 6-3, 5-7, 6-0, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2006&r=6&p=F324,Australian Open,S,160,Roger Federer,Roger Federer,Switzerland,7.0,5.0,70.0,106.0,50.0,70.0,24.0,36.0,3.0,4.0,18.0,18.0,62.0,37.0,60.0,6.0,19.0,17.0,74.0,106.0,55.0,122.0,129.0,228.0,Nicolas Kiefer,Germany,14.0,7.0,62.0,122.0,44.0,62.0,23.0,60.0,13.0,19.0,17.0,20.0,70.0,12.0,36.0,1.0,4.0,18.0,67.0,122.0,32.0,106.0,99.0,228.0,1
646,2006,Australia,"Australian Open, Australia",16.01.2006,GS,Hard,Draw: 128,"1,000",1.0,"$922,560",W,Marcos Baghdatis (CYP),54,"W 5-7, 7-5, 6-0, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2006&r=7&p=F324,Australian Open,F,166,Roger Federer,Roger Federer,Switzerland,11.0,6.0,77.0,144.0,55.0,77.0,34.0,67.0,7.0,10.0,19.0,16.0,55.0,37.0,59.0,8.0,12.0,19.0,89.0,144.0,53.0,114.0,142.0,258.0,Marcos Baghdatis,Cyprus,6.0,2.0,55.0,114.0,39.0,55.0,22.0,59.0,4.0,12.0,19.0,22.0,77.0,33.0,67.0,3.0,10.0,19.0,61.0,114.0,55.0,144.0,116.0,258.0,1
647,2006,Qatar,"Doha, Qatar",02.01.2006,WS,Hard,Draw: 32,250,1.0,"$142,000",R32,Ivo Minar (CZE),73,"W 6-1, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2006&r=3&p=F324,Doha,R32,64,Roger Federer,Roger Federer,Switzerland,0.0,1.0,33.0,62.0,21.0,33.0,18.0,29.0,6.0,7.0,8.0,16.0,36.0,18.0,30.0,5.0,12.0,8.0,39.0,62.0,34.0,66.0,73.0,128.0,Ivo Minar,Czech Republic,5.0,3.0,36.0,66.0,20.0,36.0,12.0,30.0,7.0,12.0,8.0,12.0,33.0,11.0,29.0,1.0,7.0,8.0,32.0,66.0,23.0,62.0,55.0,128.0,1
648,2006,Qatar,"Doha, Qatar",02.01.2006,WS,Hard,Draw: 32,250,1.0,"$142,000",R16,Fabrice Santoro (FRA),58,"W 7-6(2), 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2006&r=4&p=F324,Doha,R16,95,Roger Federer,Roger Federer,Switzerland,11.0,0.0,57.0,74.0,44.0,57.0,12.0,17.0,0.0,0.0,12.0,17.0,59.0,13.0,33.0,0.0,6.0,12.0,56.0,74.0,30.0,92.0,86.0,166.0,Fabrice Santoro,France,4.0,2.0,59.0,92.0,42.0,59.0,20.0,33.0,6.0,6.0,12.0,13.0,57.0,5.0,17.0,0.0,0.0,12.0,62.0,92.0,18.0,74.0,80.0,166.0,1
649,2006,Qatar,"Doha, Qatar",02.01.2006,WS,Hard,Draw: 32,250,1.0,"$142,000",Q,Marcos Baghdatis (CYP),55,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2006&r=5&p=F324,Doha,Q,69,Roger Federer,Roger Federer,Switzerland,3.0,1.0,43.0,61.0,31.0,43.0,11.0,18.0,3.0,4.0,10.0,12.0,38.0,10.0,15.0,3.0,8.0,9.0,42.0,61.0,22.0,53.0,64.0,114.0,Marcos Baghdatis,Cyprus,4.0,2.0,38.0,53.0,26.0,38.0,5.0,15.0,5.0,8.0,9.0,12.0,43.0,7.0,18.0,1.0,4.0,10.0,31.0,53.0,19.0,61.0,50.0,114.0,1
